@relation LongParameterList

@attribute NOP_method numeric
@attribute CC_method numeric
@attribute ATFD_method numeric
@attribute FDP_method numeric
@attribute CM_method numeric
@attribute MAXNESTING_method numeric
@attribute LOC_method numeric
@attribute CYCLO_method numeric
@attribute NMCS_method numeric
@attribute NOLV_method numeric
@attribute MaMCL_method numeric
@attribute NOAV_method numeric
@attribute LAA_method numeric
@attribute FANOUT_method numeric
@attribute CFNAMM_method numeric
@attribute ATLD_method numeric
@attribute CINT_method numeric
@attribute MeMCL_method numeric
@attribute CDISP_method numeric
@attribute NOII_type numeric
@attribute NOAM_type numeric
@attribute NOCS_type numeric
@attribute NOM_type numeric
@attribute NMO_type numeric
@attribute ATFD_type numeric
@attribute FANOUT_type numeric
@attribute NOMNAMM_type numeric
@attribute NOA_type numeric
@attribute NIM_type numeric
@attribute DIT_type numeric
@attribute LOC_type numeric
@attribute LOCNAMM_type numeric
@attribute CFNAMM_type numeric
@attribute TCC_type numeric
@attribute NOPA_type numeric
@attribute CBO_type numeric
@attribute RFC_type numeric
@attribute NOC_type numeric
@attribute WMC_type numeric
@attribute LCOM5_type numeric
@attribute WOC_type numeric
@attribute WMCNAMM_type numeric
@attribute AMW_type numeric
@attribute AMWNAMM_type numeric
@attribute NOCS_package numeric
@attribute NOMNAMM_package numeric
@attribute NOI_package numeric
@attribute LOC_package numeric
@attribute NOM_package numeric
@attribute NOPK_project numeric
@attribute NOCS_project numeric
@attribute NOI_project numeric
@attribute NOM_project numeric
@attribute NOMNAMM_project numeric
@attribute LOC_project numeric
@attribute is_long_parameters_list {FALSE,TRUE}

@data
3,2,0,0,2,3,21,4,0,8,0,10,0,2,4,0,2,0,1,7,70,0,222,6,18,28,152,62,57,2,5381,4111,44777,0.022039,5,43,384,2,682,0.98336,0.637681,539,3.072072,3.546053,46,1076,5,33993,1556,69,960,103,11810,10192,247421,FALSE
3,0,0,0,0,1,4,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,10,4,0,2,10,2,9,2,154,154,115,0.1,0,5,25,0,17,1,1,17,1.7,1.7,14,121,1,2198,142,69,960,103,11810,10192,247421,FALSE
3,0,0,0,0,2,10,2,0,4,0,5,1,0,0,3,0,0,0,0,1,0,11,1,0,0,10,6,51,3,206,191,0,0.714286,0,0,11,0,23,0.833333,0.9,21,2.090909,2.1,6,43,0,1157,57,69,960,103,11810,10192,247421,FALSE
3,0,0,0,0,1,4,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,1,0,1,102,102,0,0.5,0,0,5,0,9,0.5,1,9,1.8,1.8,6,43,0,1157,57,69,960,103,11810,10192,247421,FALSE
7,0,2,1,0,2,43,5,0,22,0,28,0.666667,3,15,4,6,0,0.5,3,0,0,12,3,2,3,12,5,6,2,244,244,134,0.428571,0,10,29,0,25,0.854545,1,25,2.083333,2.083333,15,179,3,4573,226,69,960,103,11810,10192,247421,TRUE
8,0,7,5,0,2,40,4,0,15,0,30,0.125,9,14,1,13,0,0.692308,0,0,0,40,-1,55,72,40,1,-1,1,2042,2042,12202,1,0,91,169,0,156,0,-1,156,3.9,3.9,22,415,4,12125,523,69,960,103,11810,10192,247421,TRUE
7,0,3,2,0,2,26,3,0,12,0,20,0.25,10,16,1,11,0,0.909091,0,0,0,40,-1,55,72,40,1,-1,1,2042,2042,12202,1,0,91,169,0,156,0,-1,156,3.9,3.9,22,415,4,12125,523,69,960,103,11810,10192,247421,TRUE
7,1,0,0,1,1,10,1,0,7,0,9,1,0,0,2,0,0,0,2,10,0,48,1,0,0,38,26,0,1,963,826,0,0.07395,0,1,48,0,89,0.96072,0.777778,75,1.854167,1.973684,22,415,4,12125,523,69,960,103,11810,10192,247421,TRUE
10,0,2,1,0,5,103,12,0,27,0,29,0,5,22,0,7,0,0.714286,2,3,0,16,7,2,9,13,7,272,4,573,527,632,0.346154,3,33,377,0,46,0.904762,0.647059,42,2.875,3.230769,28,387,2,14624,551,69,960,103,11810,10192,247421,TRUE
10,1,1,1,1,3,108,20,0,30,0,33,0.666667,7,30,2,14,0,0.5,3,14,0,49,4,35,15,35,21,237,3,1271,1042,2383,0.066596,2,35,394,6,144,0.964286,0.619048,126,2.938776,3.6,28,387,2,14624,551,69,960,103,11810,10192,247421,TRUE
10,0,2,1,0,2,22,3,0,11,0,12,0,1,2,0,1,0,1,1,1,0,7,2,3,6,6,2,283,4,390,378,275,0.066667,0,36,391,0,55,1,0.75,54,7.857143,9,28,387,2,14624,551,69,960,103,11810,10192,247421,TRUE
9,0,0,0,0,4,120,21,0,34,0,36,1,6,25,1,7,0,0.857143,1,1,0,7,2,3,6,6,2,283,4,390,378,275,0.066667,0,36,391,0,55,1,0.75,54,7.857143,9,28,387,2,14624,551,69,960,103,11810,10192,247421,TRUE
12,0,3,2,0,4,112,14,0,31,0,34,0,4,23,0,9,0,0.444444,4,1,0,9,4,3,5,8,2,282,4,267,247,224,0.4,0,33,377,0,31,0.875,0.875,28,3.444444,3.5,42,502,2,18042,690,69,960,103,11810,10192,247421,TRUE
12,0,2,1,0,4,102,14,0,30,0,32,0.5,6,30,2,11,0,0.545455,2,0,0,7,3,8,9,7,5,238,3,266,266,312,0.1,4,33,335,0,31,1.033333,0.636364,31,4.428571,4.428571,42,502,2,18042,690,69,960,103,11810,10192,247421,TRUE
8,1,0,0,1,2,36,8,0,8,0,16,1,0,0,8,0,0,0,2,0,0,17,2,0,0,17,14,0,1,331,331,0,0.179487,5,1,17,0,35,0.950893,0.75,35,2.058824,2.058824,48,640,2,19667,781,69,960,103,11810,10192,247421,TRUE
7,0,1,1,0,2,25,3,0,10,0,11,0,2,6,0,3,0,0.666667,7,68,0,213,7,19,27,145,59,56,2,4827,3636,34819,0.022382,8,46,373,2,576,0.98433,0.623762,447,2.704225,3.082759,46,1076,5,33993,1556,69,960,103,11810,10192,247421,TRUE
7,0,1,1,0,3,24,3,0,10,0,11,0,2,6,0,3,0,0.666667,7,70,0,222,6,18,28,152,62,57,2,5381,4111,44777,0.022039,5,43,384,2,682,0.98336,0.637681,539,3.072072,3.546053,46,1076,5,33993,1556,69,960,103,11810,10192,247421,TRUE
0,2,-1,-1,4,0,1,1,0,0,0,-1,-1,0,0,-1,0,0,0,1,10,0,60,-1,2,5,50,11,-1,1,576,492,38,0.010169,7,12,67,1,84,0.987673,-1,71,1.4,1.42,31,348,12,5792,436,21,1093,80,8798,7670,126255,FALSE
2,10,0,0,11,1,4,1,0,2,0,4,1,0,0,2,0,0,0,3,2,0,23,3,3,2,21,4,0,1,296,282,218,0.736842,0,4,39,1,51,0.670455,0.913043,49,2.217391,2.333333,31,348,12,5792,436,21,1093,80,8798,7670,126255,FALSE
0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,18,0,2,6,17,15,517,5,236,231,204,0.009524,0,8,28,0,40,0.984314,0.9375,39,2.222222,2.294118,64,260,0,5974,288,21,1093,80,8798,7670,126255,FALSE
0,0,0,0,0,1,3,1,0,0,0,0,0,1,2,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,6,6,4,1,0,1,2,0,1,0,1,1,1,1,103,748,11,17025,928,21,1093,80,8798,7670,126255,FALSE
0,1,0,0,1,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,7,3,33,0,17,17,26,9,0,1,753,705,1110,0.103896,0,18,82,1,96,0.923611,0.758621,87,2.909091,3.346154,103,748,11,17025,928,21,1093,80,8798,7670,126255,FALSE
1,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,14,2,0,0,12,3,0,1,88,78,0,0.136364,0,1,14,0,28,0.871795,0.857143,26,2,2.166667,72,783,8,11259,840,21,1093,80,8798,7670,126255,FALSE
1,3,0,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,-1,0,0,20,0,-1,-1,39,39,0,0,0,0,20,0,20,0,0,20,1,1,72,783,8,11259,840,21,1093,80,8798,7670,126255,FALSE
0,0,0,0,0,1,6,2,0,1,0,3,1,1,2,2,1,0,1,0,0,0,16,1,0,2,16,4,0,1,114,114,50,0.285714,0,4,22,0,23,0.783333,1,23,1.4375,1.4375,72,783,8,11259,840,21,1093,80,8798,7670,126255,FALSE
1,0,0,0,0,1,3,1,0,1,0,2,1,0,0,1,0,0,0,1,2,4,35,6,24,13,33,32,31,2,1121,1112,1976,0.148148,0,22,120,0,147,0.953125,0.888889,145,4.2,4.393939,168,690,0,21327,989,21,1093,80,8798,7670,126255,FALSE
0,0,0,0,0,1,6,2,0,1,0,2,1,0,0,1,0,0,0,0,2,0,10,4,10,9,8,2,33,2,189,173,246,1,0,21,75,0,40,0.666667,0.833333,37,4,4.625,168,690,0,21327,989,21,1093,80,8798,7670,126255,FALSE
1,0,0,0,0,1,3,1,0,1,0,2,1,0,0,1,0,0,0,0,11,4,25,6,7,7,14,13,31,2,399,338,247,0.206522,0,12,80,0,67,0.894231,0.541667,55,2.68,3.928571,168,690,0,21327,989,21,1093,80,8798,7670,126255,FALSE
0,0,0,0,0,3,18,5,0,2,0,4,1,0,0,2,0,0,0,2,15,4,41,7,17,13,26,17,30,2,931,829,2032,0.102273,1,18,136,0,153,0.913235,0.53125,130,3.731707,5,168,690,0,21327,989,21,1093,80,8798,7670,126255,FALSE
0,0,0,0,0,1,7,3,0,1,0,5,1,0,0,4,0,0,0,0,1,0,14,1,3,0,13,9,1,2,125,120,0,0.654545,4,1,15,0,32,0.709402,0.6875,31,2.285714,2.384615,168,690,0,21327,989,21,1093,80,8798,7670,126255,FALSE
1,0,0,0,0,1,3,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,2,3,0,0,1,16,16,12,0,0,3,5,0,3,0,1,3,1,1,17,78,2,1677,87,21,1093,80,8798,7670,126255,FALSE
1,0,0,0,0,1,3,1,0,1,0,2,1,0,0,1,0,0,0,0,4,0,12,0,0,2,8,3,3,2,111,91,102,0.392857,0,6,23,0,24,0.848485,0.636364,20,2,2.5,5,28,0,472,39,21,1093,80,8798,7670,126255,FALSE
5,0,0,0,0,1,9,1,0,5,0,15,1,0,0,6,0,0,0,0,0,0,7,4,2,5,7,1,27,2,55,55,51,0.5,0,31,73,0,12,0.666667,1,12,1.714286,1.714286,7,42,1,398,47,21,1093,80,8798,7670,126255,TRUE
3,0,14,7,0,5,145,39,0,18,0,36,0.222222,13,48,4,32,0,0.40625,0,0,0,12,2,22,14,12,1,19,2,329,329,785,0.047619,0,20,89,0,74,0.818182,1,74,6.166667,6.166667,45,313,0,8348,385,21,1093,80,8798,7670,126255,FALSE
4,0,10,5,0,1,11,2,0,6,0,19,0.166667,5,14,2,10,0,0.5,0,1,2,22,0,29,18,21,9,0,1,715,703,3136,0.484848,0,20,77,0,84,0.809524,0.888889,83,3.818182,3.952381,45,313,0,8348,385,21,1093,80,8798,7670,126255,FALSE
3,0,4,1,0,2,20,4,0,4,0,21,0.692308,4,8,9,8,0,0.5,3,20,5,74,9,49,19,54,51,28,2,1770,1616,7157,0.072078,0,25,189,0,301,0.968037,0.678571,266,4.067568,4.925926,45,313,0,8348,385,21,1093,80,8798,7670,126255,FALSE
3,0,0,0,0,1,3,1,0,3,0,5,1,0,0,2,0,0,0,0,0,0,9,0,0,0,9,12,0,1,102,102,0,0.222222,7,0,9,0,11,0.864583,0.5625,11,1.222222,1.222222,31,348,12,5792,436,21,1093,80,8798,7670,126255,TRUE
3,0,0,0,0,2,10,2,0,4,0,5,1,1,2,1,1,0,1,4,1,4,24,0,4,19,23,12,0,1,768,760,1078,0.287879,0,16,64,0,101,0.898551,1,99,4.208333,4.304348,103,748,11,17025,928,21,1093,80,8798,7670,126255,FALSE
4,0,0,0,0,1,7,2,0,5,0,6,1,2,4,1,2,0,1,0,0,0,15,0,2,5,15,4,0,1,98,98,134,0.410256,0,5,26,0,22,0.75,1,22,1.466667,1.466667,103,748,11,17025,928,21,1093,80,8798,7670,126255,FALSE
3,0,0,0,0,3,16,3,0,5,0,9,1,0,0,4,0,0,0,0,0,0,9,2,0,4,9,9,3,2,98,98,32,0.3,0,4,15,0,14,0.819444,1,14,1.555556,1.555556,103,748,11,17025,928,21,1093,80,8798,7670,126255,FALSE
5,0,0,0,0,1,9,1,0,5,0,11,1,0,0,5,0,0,0,1,0,0,10,1,2,7,10,0,36,2,325,325,286,0,0,14,83,0,60,0,1,60,6,6,103,748,11,17025,928,21,1093,80,8798,7670,126255,TRUE
4,2,0,0,2,2,7,3,0,4,0,6,1,2,6,2,3,0,0.666667,0,22,4,38,-1,2,11,16,31,-1,1,823,715,548,0.070571,0,10,61,2,72,0.981691,-1,49,1.894737,3.0625,103,748,11,17025,928,21,1093,80,8798,7670,126255,FALSE
4,1,1,1,1,2,19,6,0,6,0,8,0.666667,1,4,2,2,0,0.5,1,3,1,20,1,8,8,17,11,0,1,401,379,790,0.183824,0,8,48,1,74,0.913876,1,69,3.7,4.058824,103,748,11,17025,928,21,1093,80,8798,7670,126255,FALSE
6,0,0,0,0,1,7,1,0,6,0,6,1,1,3,1,1,0,1,1,10,3,46,2,14,12,36,5,29,2,545,492,2913,0.057317,0,37,166,1,105,0.924444,0.777778,90,2.282609,2.5,103,748,11,17025,928,21,1093,80,8798,7670,126255,TRUE
3,2,0,0,2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,-1,0,0,2,0,-1,-1,16,16,0,0,0,1,2,0,2,0,0,2,1,1,103,748,11,17025,928,21,1093,80,8798,7670,126255,FALSE
3,1,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,8,-1,0,0,8,0,-1,-1,17,17,0,0,0,0,8,0,8,0,0,8,1,1,103,748,11,17025,928,21,1093,80,8798,7670,126255,TRUE
4,1,0,0,1,1,4,1,0,4,0,5,1,1,2,1,1,0,1,1,0,0,9,0,1,4,9,5,0,1,220,220,142,1,0,7,25,0,40,0.9,1,40,4.444444,4.444444,103,748,11,17025,928,21,1093,80,8798,7670,126255,FALSE
6,0,0,0,0,1,8,1,0,6,0,12,1,0,0,6,0,0,0,0,0,5,21,0,0,3,21,10,0,1,787,787,162,0.035088,0,0,25,0,86,0.97,1,86,4.095238,4.095238,72,783,8,11259,840,21,1093,80,8798,7670,126255,TRUE
4,0,0,0,0,1,9,1,0,4,0,4,0,0,0,0,0,0,0,1,0,1,21,0,0,2,21,14,23,2,425,425,108,0.2,1,1,25,0,68,0.964286,0.9,68,3.238095,3.238095,72,783,8,11259,840,21,1093,80,8798,7670,126255,TRUE
3,0,9,3,0,3,63,21,0,4,0,25,0.608696,0,0,14,0,0,0,0,0,0,15,2,9,3,15,14,15,2,150,150,78,0.131868,0,3,18,0,38,0.933673,1,38,2.533333,2.533333,168,690,0,21327,989,21,1093,80,8798,7670,126255,TRUE
3,0,1,1,0,2,17,6,0,7,0,12,0.8,5,19,4,9,0,0.555556,0,2,0,13,6,11,9,11,5,51,3,214,199,635,0.666667,0,32,131,0,49,0.8,0.818182,45,3.769231,4.090909,168,690,0,21327,989,21,1093,80,8798,7670,126255,FALSE
4,1,0,0,1,1,4,1,0,4,0,5,1,0,1,1,0,0,0,0,0,0,3,1,2,2,3,1,6,2,25,25,20,1,0,9,16,0,5,0.5,1,5,1.666667,1.666667,39,311,1,6940,384,21,1093,80,8798,7670,126255,FALSE
3,1,0,0,1,3,33,10,0,5,0,7,0.5,1,8,1,4,0,0.25,0,16,6,45,0,1,11,29,29,0,1,948,868,728,0.047312,11,10,72,0,139,0.972571,0.413043,123,3.088889,4.241379,39,311,1,6940,384,21,1093,80,8798,7670,126255,FALSE
13,0,3,1,0,3,47,8,0,16,0,30,0.5,4,18,3,17,0,0.235294,0,0,1,3,0,3,4,3,3,0,1,136,136,72,1,0,4,20,0,25,1,1,25,8.333333,8.333333,64,260,0,5974,288,21,1093,80,8798,7670,126255,TRUE
8,0,2,1,0,1,18,4,0,8,0,20,0.75,2,4,6,5,0,0.4,2,5,1,29,8,7,8,24,18,5,2,642,593,998,0.163043,0,9,68,0,82,0.952381,0.833333,72,2.827586,3,64,260,0,5974,288,21,1093,80,8798,7670,126255,TRUE
10,0,0,0,0,2,140,8,0,26,0,52,1,6,26,17,19,0,0.315789,1,1,5,9,0,0,7,8,17,522,5,430,423,338,0.333333,0,5,37,0,51,0.860294,1,48,5.666667,6,64,260,0,5974,288,21,1093,80,8798,7670,126255,TRUE
9,1,0,0,1,1,25,3,0,9,0,17,1,4,10,8,5,0,0.8,0,13,4,23,0,1,12,10,18,0,1,737,644,984,0.110526,0,9,52,0,50,0.954545,0.428571,31,2.173913,3.1,103,748,11,17025,928,21,1093,80,8798,7670,126255,TRUE
7,0,0,0,0,1,12,1,0,7,0,16,1,0,0,8,0,0,0,1,0,0,10,1,2,7,10,0,36,2,325,325,286,0,0,14,83,0,60,0,1,60,6,6,103,748,11,17025,928,21,1093,80,8798,7670,126255,TRUE
7,0,0,0,0,1,5,1,0,7,0,7,0,0,0,0,0,0,0,1,10,3,46,2,14,12,36,5,29,2,545,492,2913,0.057317,0,37,166,1,105,0.924444,0.777778,90,2.282609,2.5,103,748,11,17025,928,21,1093,80,8798,7670,126255,TRUE
8,0,0,0,0,1,7,1,0,9,0,9,0,2,4,0,2,0,1,1,10,3,46,2,14,12,36,5,29,2,545,492,2913,0.057317,0,37,166,1,105,0.924444,0.777778,90,2.282609,2.5,103,748,11,17025,928,21,1093,80,8798,7670,126255,TRUE
7,0,0,0,0,1,6,1,0,8,0,8,0,2,4,0,2,0,1,1,10,3,46,2,14,12,36,5,29,2,545,492,2913,0.057317,0,37,166,1,105,0.924444,0.777778,90,2.282609,2.5,103,748,11,17025,928,21,1093,80,8798,7670,126255,TRUE
7,0,1,1,0,1,7,2,0,8,0,9,0,1,4,0,2,0,0.5,1,10,3,46,2,14,12,36,5,29,2,545,492,2913,0.057317,0,37,166,1,105,0.924444,0.777778,90,2.282609,2.5,103,748,11,17025,928,21,1093,80,8798,7670,126255,TRUE
7,0,0,0,0,1,14,1,0,7,0,16,1,0,0,8,0,0,0,1,14,12,27,2,4,14,13,19,35,2,1469,1413,542,0.090476,0,15,103,0,99,0.951417,0.391304,85,3.666667,6.538462,103,748,11,17025,928,21,1093,80,8798,7670,126255,TRUE
8,1,0,0,1,1,16,2,0,8,0,17,1,0,0,8,0,0,0,1,14,12,27,2,4,14,13,19,35,2,1469,1413,542,0.090476,0,15,103,0,99,0.951417,0.391304,85,3.666667,6.538462,103,748,11,17025,928,21,1093,80,8798,7670,126255,TRUE
7,0,0,0,0,1,4,1,0,7,0,7,0,0,0,0,0,0,0,1,2,0,7,0,0,1,5,1,68,3,47,37,4,1,0,1,8,0,8,0.666667,0.666667,6,1.142857,1.2,72,783,8,11259,840,21,1093,80,8798,7670,126255,TRUE
7,0,0,0,0,1,5,1,0,7,0,8,1,0,0,1,0,0,0,0,0,5,21,0,0,3,21,10,0,1,787,787,162,0.035088,0,0,25,0,86,0.97,1,86,4.095238,4.095238,72,783,8,11259,840,21,1093,80,8798,7670,126255,TRUE
1,0,1,1,0,2,3,1,0,1,0,1,0,1,2,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,5,5,4,1,0,1,2,-1,1,0,-1,1,1,1,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
1,0,1,1,0,2,4,1,0,1,0,3,0,1,2,0,1,0,1,0,0,0,3,0,1,1,3,0,8,2,12,12,8,0,0,1,4,-1,3,0,-1,3,1,1,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
0,2,2,1,2,1,7,1,0,1,0,8,0.666667,2,4,4,3,0,0.666667,2,6,22,33,1,20,32,27,37,521,5,853,787,2464,0.25,0,25,114,0,79,0.907095,0.333333,69,2.393939,2.555556,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
1,0,0,0,0,1,1,1,0,1,0,2,1,0,0,1,0,0,0,1,22,0,33,13,0,1,11,10,57,3,150,84,14,0.173789,0,1,35,0,48,0.86875,0.214286,26,1.454545,2.363636,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
1,0,0,0,0,2,3,1,0,1,0,0,0,1,2,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,5,5,4,1,0,1,2,-1,1,0,-1,1,1,1,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
1,0,0,0,0,2,3,1,0,1,0,0,0,1,2,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,5,5,4,1,0,1,2,-1,1,0,-1,1,1,1,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
0,2,2,1,2,1,3,1,0,0,0,5,0.5,1,0,2,1,0,1,0,2,14,13,0,13,16,11,26,522,5,459,435,372,0.8,0,4,47,0,16,0.903846,0.333333,14,1.230769,1.272727,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
0,2,0,0,2,2,10,2,0,1,0,3,1,1,2,3,1,0,1,0,2,14,13,0,13,16,11,26,522,5,459,435,372,0.8,0,4,47,0,16,0.903846,0.333333,14,1.230769,1.272727,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
0,1,0,0,1,1,7,1,0,0,0,2,1,0,0,2,0,0,0,1,0,2,3,0,0,1,3,9,539,6,153,153,4,1,0,1,4,0,4,0.944444,1,4,1.333333,1.333333,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
0,1,0,0,0,2,7,2,0,1,0,1,0,0,0,0,0,0,0,1,3,5,11,0,7,8,8,14,522,5,297,264,92,0,4,5,24,0,26,0.9,0.142857,20,2.363636,2.5,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
0,0,1,1,0,1,3,1,0,0,0,2,0.5,1,0,1,1,0,1,1,1,0,8,0,2,1,7,2,0,1,38,33,14,0.52381,0,1,12,0,8,0.642857,0.875,7,1,1,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
1,3,2,2,3,1,10,1,1,2,2,6,0,3,4,0,4,2,0.75,1,5,0,14,0,3,3,9,4,0,1,94,66,62,0.109091,0,3,21,0,18,0.865385,0.615385,12,1.285714,1.333333,13,73,1,1076,136,4,190,3,713,563,9457,FALSE
1,1,0,0,1,1,4,1,0,2,0,3,0,0,0,0,0,0,0,3,21,0,40,1,3,5,19,17,0,1,347,156,350,0.142857,4,6,50,0,58,0.965309,0.390244,23,1.45,1.210526,13,73,1,1076,136,4,190,3,713,563,9457,FALSE
0,3,0,0,3,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,6,0,14,0,0,0,8,2,0,1,87,36,0,0.846154,0,0,14,0,22,0.346154,0.571429,8,1.571429,1,17,56,1,874,74,4,190,3,713,563,9457,FALSE
2,0,0,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,1,1,8,7,0,1,9,6,1,0,1,133,122,112,0,0,1,16,8,30,0.833333,1,27,4.285714,4.5,17,56,1,874,74,4,190,3,713,563,9457,FALSE
5,0,0,0,0,2,18,3,0,6,0,5,1,0,0,1,0,0,0,1,0,0,2,0,0,0,2,1,547,5,26,26,0,1,0,0,2,0,4,1,1,4,2,2,153,193,0,6579,256,4,190,3,713,563,9457,TRUE
3,3,0,0,3,1,13,1,0,3,0,9,1,0,0,6,0,0,0,0,0,5,8,0,4,4,8,11,539,6,178,178,40,0.466667,0,2,12,0,10,0.896104,1,10,1.25,1.25,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
5,0,0,0,0,2,38,5,0,7,0,6,1,1,4,1,2,0,0.5,1,0,0,2,0,0,1,2,1,547,5,46,46,8,1,0,2,4,0,6,1,1,6,3,3,153,193,0,6579,256,4,190,3,713,563,9457,TRUE
4,0,3,2,0,4,30,5,0,8,0,10,0,3,4,0,5,0,0.6,1,3,7,13,0,7,10,10,20,522,5,473,441,136,0,6,8,29,0,34,0.933333,0.111111,29,2.615385,2.9,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
3,1,0,0,1,1,5,1,0,3,0,6,1,0,0,3,0,0,0,1,1,0,11,0,1,2,10,3,0,1,69,64,106,0.2,0,3,16,0,20,0.8,0.909091,19,1.818182,1.9,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
3,1,0,0,1,1,10,1,0,3,0,5,1,1,2,2,1,0,1,1,2,4,7,0,3,4,5,4,522,5,132,112,24,0.5,0,5,16,0,8,0.708333,0.5,6,1.142857,1.2,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
4,1,2,2,1,2,27,2,0,4,0,17,0.846154,1,2,11,2,0,0.5,0,0,5,9,0,4,7,9,19,539,6,286,286,152,1,0,3,19,0,14,0.842105,1,14,1.555556,1.555556,153,193,0,6579,256,4,190,3,713,563,9457,TRUE
3,1,1,1,1,1,15,1,0,3,0,12,0.875,3,2,7,3,0,1,0,0,4,7,0,3,8,7,20,539,6,200,200,84,1,0,6,19,0,9,0.941667,1,9,1.285714,1.285714,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
3,0,6,3,0,2,31,8,0,7,0,22,0.333333,5,8,3,9,0,0.555556,0,1,0,9,0,6,5,8,4,16,2,77,44,54,0.285714,0,7,25,0,19,0.8125,0.888889,11,2.111111,1.375,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
5,0,15,3,0,2,17,2,0,6,0,25,0,1,0,0,5,0,0.2,1,0,0,1,0,15,1,1,0,0,1,20,20,0,1,0,5,6,0,2,0,1,2,2,2,153,193,0,6579,256,4,190,3,713,563,9457,TRUE
4,1,0,0,1,1,26,9,0,4,0,4,0,0,0,0,0,0,0,1,4,0,19,0,6,3,15,3,0,1,161,117,68,0.095588,0,4,28,0,31,0.851852,0.777778,24,1.631579,1.6,17,56,1,874,74,4,190,3,713,563,9457,FALSE
3,0,0,0,0,1,13,1,0,3,0,4,1,0,0,1,0,0,0,1,4,0,19,0,6,3,15,3,0,1,161,117,68,0.095588,0,4,28,0,31,0.851852,0.777778,24,1.631579,1.6,17,56,1,874,74,4,190,3,713,563,9457,FALSE
3,4,0,0,6,1,7,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,28,2,20,20,4,0,0,1,4,2,3,0,1,3,1,1,17,56,1,874,74,4,190,3,713,563,9457,FALSE
3,0,7,2,0,3,77,16,0,7,0,19,0,5,12,0,12,0,0.416667,1,0,3,22,0,25,15,22,4,0,1,603,603,892,0.333333,0,15,69,0,114,0.964286,1,114,5.181818,5.181818,7,32,1,928,32,4,190,3,713,563,9457,FALSE
5,0,6,5,0,2,19,2,1,8,2,15,0,6,6,0,9,2,0.666667,1,0,3,22,0,25,15,22,4,0,1,603,603,892,0.333333,0,15,69,0,114,0.964286,1,114,5.181818,5.181818,7,32,1,928,32,4,190,3,713,563,9457,TRUE
3,0,4,3,0,1,12,2,1,5,2,10,0,3,0,0,4,2,0.75,1,0,3,22,0,25,15,22,4,0,1,603,603,892,0.333333,0,15,69,0,114,0.964286,1,114,5.181818,5.181818,7,32,1,928,32,4,190,3,713,563,9457,FALSE
3,0,2,1,0,1,4,1,0,4,0,8,0.333333,1,0,1,1,0,1,1,0,3,22,0,25,15,22,4,0,1,603,603,892,0.333333,0,15,69,0,114,0.964286,1,114,5.181818,5.181818,7,32,1,928,32,4,190,3,713,563,9457,FALSE
5,0,3,2,0,3,40,6,0,12,0,16,0,4,6,0,5,0,0.8,1,0,3,22,0,25,15,22,4,0,1,603,603,892,0.333333,0,15,69,0,114,0.964286,1,114,5.181818,5.181818,7,32,1,928,32,4,190,3,713,563,9457,TRUE
3,0,12,2,0,5,66,13,0,10,0,21,0.076923,4,6,1,13,0,0.307692,1,0,3,22,0,25,15,22,4,0,1,603,603,892,0.333333,0,15,69,0,114,0.964286,1,114,5.181818,5.181818,7,32,1,928,32,4,190,3,713,563,9457,FALSE
